Turn_time_stamps,Angle(degrees)
125.558766666667,126.912581539456
125.592133333333,127.397482610447
126.3262,130.799782801961
128.094633333333,82.5767536398543
128.128,105.167473097826
128.161366666667,67.6376277383079
128.194733333333,56.9205896484851
128.2281,37.7196397522453
128.261466666667,68.0349659275796
128.294833333333,46.9938035037915
128.3282,45.5076744044934
128.361566666667,17.3952273992562
133.5334,120.297974248408
133.566766666667,110.114863939359
133.600133333333,95.7696677884171
133.6335,104.02016056765
134.5344,133.768610746539
134.567766666667,132.8650081984
134.601133333333,118.440300772949
134.6345,118.123742482255
134.667866666667,113.205229287188
134.701233333333,101.755425147516
134.7346,101.76313091739
134.767966666667,84.1053562269806
134.801333333333,89.3981330651176
134.8347,93.2108277691108
134.868066666667,77.9767086673957
135.0349,88.5198992386612
135.068266666667,98.7679986093135
135.101633333333,109.478886763892
135.135,103.073947192595
145.4453,56.5636442400159
145.478666666667,57.8477416552963
145.512033333333,65.4910803128074
145.5454,65.8328790496161
145.578766666667,59.1129577790018
145.612133333333,68.9660257504889
145.6455,69.8049373324263
145.678866666667,63.4650002846694
145.712233333333,62.3598960492396
145.7456,75.607488761316
145.778966666667,69.7565136135712
145.812333333333,76.5768368543612
145.8457,75.4841374592301
145.879066666667,78.421227720874
145.912433333333,71.1146019245275
145.9458,76.897688544082
145.979166666667,77.8899210468865
146.012533333333,76.9320823226397
146.0459,76.9107151945517
146.079266666667,74.7336583924309
146.112633333333,83.7326502612305
146.146,82.9778201029611
146.179366666667,90.4932798718831
146.212733333333,84.0510793925494
146.2461,75.9263273496808
146.279466666667,81.2728569153513
146.312833333333,76.2294260557648
146.3462,78.1251457786153
146.379566666667,82.534696588338
146.412933333333,78.3716098309015
146.4463,81.8590037601583
146.479666666667,81.3390837221237
146.513033333333,75.5587470575982
146.5464,74.4263359270534
146.579766666667,77.4055313769974
146.613133333333,80.3119304693213
146.6465,77.670941335342
146.679866666667,72.6711435636856
146.713233333333,77.6913258134762
146.7466,74.6536795839001
146.779966666667,76.0145802501725
146.813333333333,74.3629779260313
146.8467,75.2844897634005
146.880066666667,76.69394842012
146.913433333333,76.3245786815043
146.9468,77.5769562507621
146.980166666667,81.3697364211202
147.013533333333,72.07230660172
147.0469,72.389593999683
147.080266666667,71.0186865049883
147.113633333333,77.1257526331314
147.147,75.041921382068
147.180366666667,78.4495382587146
147.213733333333,78.0851625469949
147.2471,73.4813176535578
147.280466666667,76.3556293910264
147.313833333333,79.4356636953558
147.3472,75.9902378292744
147.380566666667,80.308881743249
147.413933333333,75.0664097499883
147.4473,77.1466859767913
147.480666666667,76.4210207042431
147.514033333333,81.8578348830068
147.5474,81.8598587669802
147.580766666667,78.1070452991581
147.614133333333,79.0704697455269
147.6475,75.6528565397497
147.680866666667,74.4513345635232
147.714233333333,76.3854470649276
147.7476,72.4372214594913
147.780966666667,76.3643060865691
147.814333333333,78.6834882142313
147.8477,74.5150140610383
147.881066666667,78.2689438078718
147.914433333333,75.2689557825329
147.9478,75.1896315240295
147.981166666667,76.6902995403278
148.014533333333,79.7060748799378
148.0479,76.0485732032419
148.081266666667,75.4264834800848
148.114633333333,74.3300450456977
148.148,73.6005438692984
148.181366666667,75.3375649954766
148.214733333333,76.1526292030922
148.2481,75.5477851115141
148.281466666667,77.6455181023365
148.314833333333,78.4870924094201
148.3482,75.4443395283041
148.381566666667,76.9701443955093
148.414933333333,76.4554387198435
148.4483,74.6550142998079
148.481666666667,76.8497892360238
148.515033333333,73.6300931827275
148.5484,75.7381578515488
148.581766666667,73.9648447965373
148.615133333333,68.1537920786777
148.6485,70.8939574759772
148.681866666667,76.0813203271016
148.715233333333,74.7063571732957
148.7486,79.2248961208902
148.781966666667,73.1697798343499
148.815333333333,75.9221176357185
148.8487,76.0262112609035
148.882066666667,73.3290888609638
148.915433333333,79.3812999889994
148.9488,81.6061775753385
148.982166666667,82.3364112582532
149.015533333333,82.9640962975488
149.0489,89.614110919038
149.082266666667,95.179262204555
149.115633333333,95.0618544490879
149.149,92.9044608492786
149.182366666667,94.0584954287693
149.215733333333,94.7317200626845
149.2491,91.1047692599834
149.282466666667,93.1018418728026
149.315833333333,97.3911076599699
149.3492,93.0284585972224
149.382566666667,87.5047449753674
149.415933333333,88.5124167396056
149.4493,94.378376832344
149.482666666667,88.7224072026944
149.516033333333,90.5467401438263
149.5494,97.8730448162386
149.582766666667,100.464527602512
149.616133333333,100.098671650512
149.6495,96.3935560599373
149.682866666667,103.500132659002
149.716233333333,104.585741230802
149.7496,96.8325278875318
149.782966666667,101.625337274399
149.816333333333,99.6471188957922
149.8497,103.076080115394
149.883066666667,101.357886955442
149.916433333333,100.577570695496
149.9498,101.131088430734
149.983166666667,105.815457278063
150.016533333333,100.596145988702
150.0499,106.074838649666
150.083266666667,105.435879393084
150.116633333333,106.344850747807
150.15,102.597518061005
150.183366666667,107.575041910997
150.216733333333,106.920338496362
150.2501,103.427460749665
150.283466666667,102.19562987334
150.316833333333,103.981090689656
150.3502,106.602834667088
150.383566666667,104.836713178045
150.416933333333,99.4700337752567
150.4503,90.8556252867922
150.483666666667,93.9560878747818
150.517033333333,82.7935410467021
150.5504,75.4704581082987
150.583766666667,78.1838534640722
150.617133333333,91.6789912648608
150.6505,83.8647250543704
150.683866666667,84.6804757517363
150.717233333333,81.9031620687017
150.7506,83.7586026541401
150.783966666667,90.7801770662228
150.817333333333,89.8563976897964
150.8507,90.9056540014333
150.884066666667,82.4218758128572
150.917433333333,83.6920790238541
150.9508,80.4702293098151
150.984166666667,77.9262526951981
151.017533333333,76.3295330882535
151.0509,78.8302403678356
151.084266666667,82.526944101922
151.117633333333,81.056880522446
151.151,78.9970098190014
151.184366666667,75.3700660406137
151.217733333333,76.6292634221892
151.2511,77.006865399633
151.284466666667,76.1940465784561
151.317833333333,78.4588324442526
151.3512,73.5226495958646
151.384566666667,81.4446308977198
151.417933333333,79.8192951802376
151.4513,80.8110057582682
151.484666666667,81.7617129486522
151.518033333333,80.288477031951
151.5514,82.343507622017
151.584766666667,83.1229666990847
151.618133333333,82.1261820219974
151.6515,81.7105763777463
151.684866666667,80.4129728066787
151.718233333333,87.634488899268
151.7516,75.7094301040129
151.784966666667,80.5672945420941
151.818333333333,74.0233145623748
151.8517,73.7109510403838
151.885066666667,79.4212542682526
151.918433333333,74.5988774597398
151.9518,80.8165661290199
151.985166666667,85.3171231826923
152.018533333333,76.93635644465
152.0519,74.1759395256451
152.085266666667,72.1289405194828
152.118633333333,78.7349606472771
152.152,72.0438141918984
152.185366666667,71.6638549233798
152.218733333333,69.4912534230347
152.2521,66.5518027540551
152.285466666667,64.7638306588022
152.886066666667,126.0010013048
152.919433333333,112.750065732153
152.986166666667,114.93999702001
153.019533333333,130.104986159789
153.086266666667,133.599754066659
153.5534,133.708465312277
153.586766666667,133.654097494656
154.320833333333,5.28535384431588
155.889066666667,0.0947867430270256
156.022533333333,2.31620678441629
156.089266666667,5.32708610470823
156.122633333333,7.04876606401681
156.5564,1.285839566558
156.623133333333,2.74662015342444
156.6565,6.04466747323276
156.689866666667,5.9395035982824
156.7566,1.68446484501655
156.789966666667,12.6718056303549
156.823333333333,10.2849639943059
156.8567,19.3321626125079
156.890066666667,6.55405883304562
156.923433333333,21.3775885224098
157.023533333333,23.042601595072
157.090266666667,22.6041763621835
157.123633333333,22.1198148781251
157.157,21.9508770448101
157.223733333333,24.1338724025082
157.290466666667,24.5652111774204
157.590766666667,13.2264738307598
157.6575,14.6089603465819
157.724233333333,16.2521433337754
157.7576,13.5752128372056
157.824333333333,10.742149169129
157.8577,12.1967332851722
157.891066666667,11.8983819460127
157.924433333333,9.67812652781941
157.9578,11.570172177694
157.991166666667,13.7402607355853
158.0579,12.0582243487265
158.124633333333,7.89027067661074
158.158,8.97898859036078
158.191366666667,12.1617899123939
158.3582,6.50960067798598
158.391566666667,10.2798380990009
158.424933333333,10.3719925142535
158.4583,11.2029085132888
158.491666666667,6.97679906381425
158.525033333333,11.3989054220276
158.5584,9.34060893311158
158.591766666667,14.5694658576209
158.791966666667,12.9110099997103
158.825333333333,15.2629173901194
158.8587,12.7847343451605
158.892066666667,14.6164437647648
158.925433333333,14.5963650526129
158.9588,18.5353579388359
158.992166666667,25.5980489994914
159.159,22.0333487429666
160.426933333333,130.595007188294
160.4603,128.620710482094
160.493666666667,123.979923931591
160.527033333333,122.206269110408
160.5604,124.913273711602
160.593766666667,129.771275444986
160.7606,132.323505524064
160.793966666667,134.463298526433
160.827333333333,131.479532859362
160.8607,128.875100621281
160.894066666667,127.820170926771
160.927433333333,133.620291031993
160.9608,126.539161920408
160.994166666667,128.057801165612
161.027533333333,125.719481864524
161.0609,127.835303947993
161.094266666667,121.981315375349
161.127633333333,125.569172054598
161.161,124.435952219114
161.194366666667,115.053977760053
161.227733333333,118.977908866696
161.2611,115.342121133525
161.294466666667,110.944367155116
161.327833333333,114.707891515877
161.3612,92.6432568752791
161.394566666667,109.591368691177
161.427933333333,92.3040722567473
161.4613,108.600723808428
161.494666666667,103.839016784625
161.528033333333,93.7808419294574
161.5614,92.8716588254701
161.594766666667,104.199479726443
161.628133333333,36.274399148264
161.6615,31.4055525906928
161.694866666667,25.7637718126629
161.728233333333,28.6686629287438
161.794966666667,33.7737626421026
161.828333333333,79.4645863129246
161.8617,56.3091374722014
161.895066666667,56.9209308025897
161.928433333333,53.7692200850314
161.9618,61.2964863077942
161.995166666667,60.7492893489337
162.028533333333,39.7695611223078
162.0619,37.2603615890826
162.095266666667,44.2127705422017
162.128633333333,64.2038350166806
162.162,58.8549018226818
162.195366666667,47.5897421397262
162.228733333333,52.7638877254779
162.2621,27.287688920118
162.295466666667,41.491556768457
162.328833333333,41.9999791076974
162.3622,33.029939638138
162.395566666667,43.7418623082078
162.4623,35.1083085226286
163.6635,134.347239108742
164.898066666667,133.791181970285
165.999166666667,30.1457300676194
166.032533333333,26.2500081771484
167.133633333333,134.043743765533
167.167,134.022558263323
167.200366666667,131.403372059108
167.233733333333,129.179285340376
167.2671,130.167003107162
167.300466666667,132.840461472697
167.500666666667,134.860817921441
169.335833333333,16.8481147215508
169.5694,25.9395567689717
169.702866666667,116.701980436187
169.736233333333,129.327574200945
169.7696,123.436552942051
169.802966666667,119.290485719624
169.836333333333,122.983121332138
169.8697,123.88801626397
169.903066666667,105.480844321505
169.936433333333,101.928900583439
169.9698,97.422498081234
170.003166666667,80.9569445467734
170.036533333333,63.1336682650306
170.0699,75.8869179116416
170.103266666667,62.0738414889878
170.136633333333,57.5927136664412
170.17,65.0758530393793
170.203366666667,74.8147971606575
170.236733333333,88.110300914654
170.2701,82.5165068148555
170.303466666667,98.6323293522826
170.336833333333,93.2189884691196
170.3702,91.7720501525757
170.403566666667,87.9438599557754
170.436933333333,100.882618437629
170.4703,83.3252573799345
170.503666666667,88.2236563443567
170.537033333333,81.6831950971886
170.5704,81.4754976766785
170.603766666667,75.1027089710356
170.637133333333,79.7578740517625
170.6705,80.462622895112
170.703866666667,82.5604442634004
170.737233333333,78.4522476943455
170.7706,77.5913017137307
170.803966666667,50.5533863600892
170.837333333333,82.9132259200945
170.8707,77.4188953117396
170.904066666667,82.2298446732174
170.937433333333,86.9220128212528
170.9708,83.4170512041458
171.004166666667,114.725714619371
171.037533333333,132.438183593123
171.0709,112.548874468648
171.104266666667,83.2041927969366
211.177633333333,134.492346835417
211.211,133.254880697657
211.277733333333,132.029916791487
211.3111,128.507000504705
211.344466666667,123.681510100184
211.377833333333,125.005838443878
211.4112,123.881301633702
211.444566666667,124.022493835537
211.477933333333,120.082239170664
211.5113,126.799132128483
211.544666666667,122.860608911198
211.578033333333,121.990799563795
211.6114,120.03131920228
211.644766666667,123.621831203903
211.678133333333,127.086911142728
211.7115,105.718564680926
211.744866666667,129.101951600153
211.778233333333,131.700354519812
211.8116,130.022291426805
211.844966666667,132.66042043112
211.878333333333,126.270756892628
211.9117,102.217104099835
211.945066666667,94.7104108924864
211.978433333333,121.511236679028
212.0118,133.077522799092
212.045166666667,130.385417595076
212.078533333333,123.872358575075
212.1119,131.309302407675
212.145266666667,131.229654377725
212.178633333333,104.125921763184
212.212,127.535769589872
212.278733333333,120.375493837745
212.3121,132.194161253427
217.050166666667,133.01083157034
223.690133333333,2.79606506367235
224.057166666667,2.6868538676124
224.090533333333,1.12466847211504
224.157266666667,1.50979138454653
224.190633333333,2.24267548286333
224.224,8.04447691936977
224.257366666667,4.22307349365351
229.162266666667,60.0211974767291
229.596033333333,115.585307233241
234.067166666667,124.922548652454
234.100533333333,132.858989093675
234.167266666667,130.141504042722
234.200633333333,113.425134620627
234.234,128.607410387234
235.101533333333,133.455985461081
235.1349,134.021182852437
235.168266666667,134.343872087207
236.169266666667,109.485959611984
236.202633333333,117.925595664492
236.236,121.191572809274
236.269366666667,120.252328311697
236.302733333333,128.518572870914
236.3361,125.271930422953
236.402833333333,133.372621385643
236.4362,128.717444294535
236.502933333333,133.712749554856
236.5363,116.60628751578
236.569666666667,124.959905737886
238.304733333333,3.31250813844093
238.3381,0.747009861691113
238.905333333333,118.094209245921
238.972066666667,125.39362865266
239.005433333333,113.10605873831
239.0388,113.296426259929
239.105533333333,115.500096218508
239.1389,125.776784453246
239.205633333333,125.512783630456
239.239,119.954035289562
239.272366666667,117.368196718342
239.706133333333,133.947488541153
239.7395,119.261022636733
239.806233333333,108.876852818327
240.9407,127.998231765196
241.074166666667,130.705353264121
242.609033333333,127.439139466514
242.976066666667,17.3045481975801
243.209633333333,19.8707900303794
247.814233333333,31.4868130113282
248.014433333333,9.33942199719226
248.114533333333,8.6765577391004
248.1479,10.6339640996142
248.214633333333,8.8494694132833
248.248,130.618813407522
248.281366666667,134.99160334245
248.3481,39.4837952900095
248.4482,109.327047872701
248.514933333333,128.412095575821
248.615033333333,7.36843860325418
249.015433333333,72.0635311970584
249.0488,104.171121672363
249.082166666667,70.0484728461536
249.115533333333,61.674897069916
249.182266666667,122.84438146201
249.215633333333,122.353742676144
